text,page_number,title,creation_date,source
"# Bhutan

The Punakha Lodge, located in a fertile subtropical valley that is the winter home of Bhutanese royalty, is distinguished by the prayer flag–covered suspension bridge that must be crossed to gain access to the lodge. The Paro property, located close to the airport, is a good option for starting or ending one’s visit to Bhutan. And the Bumthang Lodge is situated in an area with dozens of temples and monasteries. Of course, all this comfortable, quiet luxury does not come cheap. As of this writing, suites start at about 60,000 rupees/ngultrum / US$850 in the low season, 90,000 rupees/ngultrum/US$1,250 in the high season.

AMANKORA: +975 2 331 333, www.aman.com/resorts/amankora (prices above)

MOMOS IN THIMPHU

Tony may have slept in luxury, but on a 2017 trip to Bhutan with the film director Darren Aronofsky, the adventures were found closer to the street. Aronofsky, fresh from the release of his film Mother!, a dark allegory about man’s destruction of the environment, was driven by his curiosity about a country that has, for now, been spared the worst effects of unchecked development. “Morning in Thimphu, Bhutan’s capital and largest city. It has a rapidly growing population of 100,000, as Bhutanese have begun the inevitable move away from a rural, agrarian lifestyle.",41,Bhutan,2025-12-22,World Travel Book
"# Bhutan

“Our first meal [at Menzu Shiri] becomes our go-to favorite for the rest of the trip. If I’m not on camera, chances are I’m somewhere eating these bad boys: momos. Plump, flavorful, often quite spicy dumplings, filled with meat, cheese, or veg. Did I mention Darren is a vegetarian?”

MENZU SHIRI: just off Norzin Lam Road, Thimphu. No phone, no website. Plate of 5 momos about 72 rupees/ngultrum (US$1).

IN SEARCH OF THE DIVINE MADMAN

“It’s a two-and-a-half-hour drive from the capital to the picturesque mountain village of Punakha. This is a must-see destination, and onetime home to Bhutan’s revered and beloved Drukpa Kunley—known as the Divine Madman.” Around Chimi L’Hakhang, also known as the Temple of Fertility—which was built to honor Drukpa Kunley—you will find a profusion of penis paintings, drawings, and sculptures on display. “For centuries, Bhutan has celebrated the—um—phallus. All this is the legacy of Drukpa Kunley—a lama and holy man who lived five hundred years ago, and spread the tenets of Buddhism, along with a healthy skepticism for the institutions of power. He reveled unapologetically in casual sex, the copious use of spirits—and seduction. Smiting demons—and making frequent friends—with what is referred to as his ‘flaming thunderbolt of wisdom,’ a term you and I are unlikely to get away with.”",42,Bhutan,2025-12-22,World Travel Book
NO_CONTENT_HERE,43,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,44,General,2025-12-22,World Travel Book
"# Brazil

Salvador

“I think that Salvador in particular is a place where, no matter what, people should
come. Even people who are afraid to travel, who said, ‘Oh, well, but I hear . . .’ No!
You know what? Live your life, man. You should not miss a place like this, cause
there aren’t a lot of places in the world that even come close to this. You
find yourself in the heart of the heart of Brazil—where the magic comes from. If you
wanna get there, just follow the sound of the drums. Things seem to just sway and
move constantly. It’s a place where everybody is sexy. I don’t know if it’s the
booze, or the music, or the tropical heat, but after a while bouncing from place to
place, wandering down old cobblestone streets,   different music issuing from
everywhere, a different party, people flowing out of buildings, one gathering
commingling with another, the music mixing, it really does seem that everybody is
moving to some mysterious, unknowable pulse.”
There is, of course, beauty in Salvador, a city of three million people in the
northeastern section of coastal Brazil. There is great food, music, art, that tangible
sensuality—but there is also a troubling history.
Salvador is the capital of the state of Bahia. It was the nation’s capital from 1549 to
1763, and the colonial section known as Pelourinho was, in 1558, the first place where
slave ships landed from West Africa and established trading operations in the New
World.
“It is useful to know that of over twelve million Africans dragged, ripped, and
kidnapped from their homelands, nearly five million ended up in Brazil; 1.5 million
of them in Bahia alone. Pelourinho became the locus of a vast infrastructure of
plantations and the slave trade that powered them—making this city the most
opulent in the New World. Pelourinho, the colonial center of the city, is now a
UNESCO heritage site, its brightly colored colonial buildings and cobblestone
streets a reminder of the way the modern world was built.”",45,Brazil,2025-12-22,World Travel Book
"# Brazil

GETTING THERE, GETTING AROUND

Salvador International Airport (SSA) is also known as Luis Eduardo Magalhaes Airport. There are direct flights to Salvador from Miami, Lisbon, and, seasonally, Paris, as well as several connections from cities across Brazil and select South American cities. The airport is twelve miles from the city center, which can be accessed by various bus routes, or by taxi, for about 160 reals/about US$40. Tipping drivers isn’t expected in Brazil, but rounding up by a handful of reals would be appreciated.
Salvador has metered taxis, a two-line subway system, and an extensive bus system, along with a funicular and an Elevador Lacerda, a large public elevator that connects the lower and upper levels of the city.

CAIPIRINHAS, QUEIJO COALHO , ACARAJÉ, AND DENDÊ

Across Brazil, morning and night, you’ll find plenty of opportunities to indulge in caipirinhas, which are widely available in bars, in restaurants, and made fresh at modest pushcarts on the beach.
“The caipirinha, man, this indispensable icon of Brazilian beach culture, is known to start with fresh lime. Muddle and mash with more lime juice, sugar, ice, the magic ingredient, cachaça—that’s basically the distilled liquor of the sugarcane. Shaken, not stirred, and you’ve got yourself one of the world’s truly great cocktails. The utility beverage, good for any time of day, or any social occasion.”
Also popular on the beach are the queijo coalho vendors, who will gently toast the cheese over a portable rig, often just a metal bucket of coals and embers, until it resembles a golden-brown campfire marshmallow.
For another ubiquitous Bahian snack, join the dozens, if not hundreds, of hungry Salvadorans outside Acarajé da Dinha.
“What is acarajé? Behold: a paste, a batter, a falafel-like wad of smushed-up black-eyed peas, seasoned with ground dried shrimp and onions, deep-fried till crispy and golden, in some chili-spiked dendê oil. On the top you got your vatapá, which is, sort of, a shrimp curry paste, and your tomato salad, your fried shrimp, your camarão frito. A must.” It’s a lively, crowded scene, with tables and chairs in the nearby plaza at a premium, so be prepared to stand and eat.

ACARAJÉ DA DINHA: Largo de Santana, Salvador Bahia, Tel +71 3334 1703 (about 16 Brazilian reals, or US$4)",46,Brazil,2025-12-22,World Travel Book
"# Brazil

A note about dendê oil: Dendê is a bright red oil, used extensively for frying and seasoning cooked foods in Brazil, especially Bahia, made from the fruit of the African oil palm tree, which is native to Angola and Gambia, and also widely planted in Brazil. Dendê oil has a rich, nutty flavor, a true marker of Bahian cooking, especially when mixed with coconut milk, chili peppers, and cilantro. First time in Brazil? One note of caution: “I love the dendê oil. You know, it takes some getting used to. The first time I was here, you eat it, you shit like a mink for hours afterwards. But now, no problems! Lovin’ it.”",47,Brazil,2025-12-22,World Travel Book
NO_CONTENT_HERE,48,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,49,General,2025-12-22,World Travel Book
"# Cambodia

Cambodia—beautiful, wild, with an extraordinarily painful recent history of unimaginably horrific genocide—is a place about which Tony expressed both awe and rage. He was passionate and well read about the US government’s disastrous involvement in Southeast Asian politics of the Cold War era, both the overt Vietnam War and the covert bombing campaigns in Laos and Cambodia. Tony first visited Cambodia in 2000, for A Cook’s Tour, and then a decade later with No Reservations.

“Since my last visit to Cambodia, I’ve been to nearly every corner of the globe, and I’m not going to say—as much as I’d like to believe it—that I’ve gotten any smarter. After a while, even the most beautiful scenery threatens to become moving wallpaper—background—but other times, it all seems to come together: the work, the play, all the places I’ve been, where I am now, a happy, stupid, wonderful confluence of events. Rice paddies whipping by, the music in our skull just right. If something profound ain’t happening, at least it feels like it is.

“On April 17, 1975, the Khmer Rouge rolled their tanks into Phnom Penh. It was a day that brought an end to years of bloody civil war. It was also a day that ushered in a period of terror, madness, and mayhem on an unimaginable scale.” Over 1.7 million were killed, Tony noted, “led by French-educated Pol Pot, who referred to himself as Brother Number One. They set out to create an ultra-Marxist agrarian wonderland, but first, the past would have to be erased. Two thousand years of Cambodian culture and history came to an immediate end. It was declared year zero and everything that came before it was to be erased from existence. Literally overnight, entire cities were emptied. There were inhabitants marched off to the countryside, slave laborers forced to farm the land as a means of realizing Pol Pot’s agrarian utopia. Money was abolished. Books were burned. Families purposely broken apart. Teachers, merchants, doctors, and almost the entire intellectual elite of the country were murdered. The scale of killing was so immense that whole areas, later known as ‘killing fields’ in and around Phnom Penh, were used to dispose of the bodies.",50,Cambodia,2025-12-22,World Travel Book
